cliente;frecuencia;recencia;ticket_promedio;ticket;cl_value
1053789999;27;6;580114.4054769231;37707436.356;15663088.947876923
1054570257;7;82;148534.00531;1485340.0531000001;1039738.03717
1063356784;44;13;189713.9192268041;18402250.165;8347412.445979381
1065821038;10;5;117068.64351636365;6438775.3934;1170686.4351636365
1067960293;19;6;142066.3829631579;5398522.5526;2699261.2763
1072252268;24;28;158472.5734;16164202.4868;3803341.7616
1076323412;28;12;689453.0909710146;47572263.277;19304686.54718841
1076328964;14;49;248889.256;18666694.2;3484449.584
1076350559;15;21;440690.1274418605;18949675.48;6610351.911627907
1076737792;22;19;219914.6207307692;17153340.417;4838121.656076923
1077424493;9;27;135028.52555555556;3645770.19;1215256.73
1077426273;14;8;1747909.0588235294;59428908.0;24470726.82352941
1077431586;16;46;344209.0325121951;28225140.666;5507344.520195122
1077436955;22;8;217728.93431578946;8273699.504;4790036.554947368
1078856772;10;40;121860.78379310344;3533962.73;1218607.8379310344
1078920005;17;42;154891.5720779221;11926651.05;2633156.7253246754
1079097466;9;21;178933.51652173913;4115470.88;1610401.6486956521
1079358123;2;27;689596.6680000001;1379193.3360000001;1379193.3360000001
1081904541;17;83;244319.3229772727;10750050.211;4153428.490613636
1085284432;17;18;185391.45621666667;33370462.119;3151654.7556833336
1088026868;15;21;349954.65135135135;12948322.1;5249319.77027027
1088274348;27;47;151444.36284;7572218.142;4088997.7966799997
1093534366;12;15;134613.64990000002;2692272.998;1615363.7988000002
1093536440;31;20;1252416.0236527778;90173953.703;38824896.73323611
1106482280;20;42;358980.1332692308;37333933.86;7179602.665384616
1107523046;13;69;212159.93339999998;4243198.668;2758079.1341999997
