cliente;frecuencia;recencia;ticket_promedio;ticket;cl_value
1116437208;20;14;212910.9934385965;12135926.626;4258219.868771929
1126449941;27;40;167443.55091513947;42028331.2797;4520975.874708765
1126452642;24;11;118072.10125470084;13814435.8468;2833730.43011282
1127074915;19;27;141347.37404576273;8339495.068700001;2685600.1068694917
1128265891;13;41;136090.6455;2721812.91;1769178.3915000001
1128427880;15;57;230639.9196521739;5304718.152;3459598.7947826087
1128427988;19;25;182554.2317616162;18072868.9444;3468530.4034707076
1128470955;56;13;131047.84877211155;32893010.0418;7338679.531238247
1130645771;27;12;181344.68503636363;7979166.1416;4896306.495981818
1130652944;14;75;135730.57292;4071917.1876;1900228.0208800002
1130669742;16;19;130515.39703448275;3784946.514;2088246.352551724
1130804330;7;19;176882.83995555557;1591945.5596;1238179.879688889
1133649147;12;41;127477.59266666666;5736491.67;1529731.112
1146439659;45;11;199973.65037969925;26596495.5005;8998814.267086467
1152210106;17;47;536626.5848;48296392.632;9122651.941599999
1216713481;15;7;121293.81762222221;5458221.793;1819407.2643333331
