cliente;frecuencia;recencia;ticket_promedio;ticket;cl_value
70826679;22;0;75613.66230833334;3629455.7908;1663500.5707833334
70827229;21;39;96182.3483902439;3943476.284;2019829.316195122
70827265;25;15;77535.9048852459;4729690.198;1938397.6221311474
70827460;30;12;81476.261503;8147626.1503;2444287.84509
70828087;22;61;97587.76330107526;9075661.987;2146930.792623656
70829854;21;26;79947.37953448277;9273896.026;1678894.9702241381
70829978;27;20;56281.79745283019;5965870.53;1519608.5312264152
70830672;4;7;110894.69679999999;1330736.3616;443578.78719999996
70856170;9;20;56937.73615384615;1480381.14;512439.6253846153
70905798;29;6;96225.52208160919;8371620.4211;2790540.1403666665
70907662;27;0;75479.27891735538;9132992.749;2037940.5307685952
70908961;25;50;112146.11106000001;11214611.106;2803652.7765
70909359;29;11;86312.46481415929;9753308.524;2503061.4796106196
70926180;24;7;102313.48647368421;11663737.458;2455523.6753684212
70926825;34;13;77067.3004612676;21887113.331;2620288.2156830984
70950654;17;18;59798.84561290322;1853764.214;1016580.3754193548
70951289;32;18;60003.656960824745;5820354.7252;1920117.0227463918
70951631;30;18;112866.658575;13543999.029;3385999.75725
70952494;35;26;73366.25364732143;8217020.4085;2567818.87765625
70953537;27;18;112663.27327777777;8111755.676;3041908.3784999996
70953592;36;1;82145.384;8296683.784;2957233.824
70953848;44;18;56083.373105759165;10711924.2632;2467668.416653403
70954094;33;7;55495.425904191616;9267736.126;1831349.0548383233
70954416;12;1;66828.93894736843;1269749.84;801947.2673684212
70954954;16;18;90911.48632058823;3090990.5349;1454583.7811294117
70955160;63;39;95009.83763140495;22992380.7068;5985619.770778512
70975494;18;0;101556.43272857144;2843580.1164;1828015.789114286
71001311;16;0;94332.68589743589;3678974.75;1509322.9743589743
71004417;18;8;57924.28966101695;3417533.09;1042637.2138983051
71004556;30;14;57204.52671134021;5548839.091;1716135.8013402063
71005130;40;0;59129.74389577039;19571945.2295;2365189.7558308155
71005864;29;1;69542.34465909092;12239452.66;2016727.9951136366
71023588;15;1;66786.28071428572;2805023.79;1001794.2107142858
71050457;10;5;74605.75525925925;2014355.392;746057.5525925925
71052722;10;5;68024.93157894736;1292473.7;680249.3157894736
71052972;26;6;80515.51693023257;3462167.228;2093403.4401860468
71082409;18;12;94126.58935585586;10448051.4185;1694278.6084054054
71084272;26;14;59761.90775140844;8486190.9007;1553809.6015366195
71085849;43;6;61428.63423228347;23404309.642500002;2641431.2719881893
71086290;27;15;70187.80427419355;8703287.73;1895070.7154032257
71113389;25;12;112241.96181132075;5948823.976;2806049.045283019
71113576;31;11;71816.10467777778;12926898.842;2226299.2450111113
71116180;21;12;57927.873714285706;4460446.276;1216485.3479999998
71116682;15;13;67755.70525925925;1829404.042;1016335.5788888888
71117805;26;6;59796.94299016394;3647613.5224;1554720.5177442625
71141083;22;0;111641.90455813953;4800601.896;2456121.90027907
71170684;12;21;56668.64145185185;1530053.3192;680023.6974222222
71175323;59;0;61038.846964285716;6836350.86;3601291.9708928573
71182835;11;47;66342.36066666666;995135.4099999999;729765.9673333332
71186497;23;18;76022.15974;3801107.987;1748509.67402
71186897;12;70;84172.32858666667;1262584.9288;1010067.94304
71192776;33;0;106947.49716279069;9197484.756;3529267.4063720927
71219425;10;71;65444.03866666667;981660.58;654440.3866666667
71220583;18;19;60406.78025806452;1872610.188;1087322.0446451614
71228905;17;48;63205.460640000005;1580136.516;1074492.83088
71250535;18;8;108053.40708611111;3889922.6551;1944961.32755
71251938;30;0;66195.14082909092;10922198.2368;1985854.2248727274
71258555;3;77;64201.0285;1284020.57;192603.0855
71264015;32;14;59245.17722295082;7227911.6212;1895845.6711344263
71273021;35;13;56796.8025625;3180620.9435;1987888.0896875001
71316782;34;5;66637.89678217821;13460855.15;2265688.490594059
71334999;10;75;62292.912153846155;809807.858;622929.1215384615
71335144;30;48;66643.07176470589;3398796.66;1999292.1529411767
71335811;30;15;62329.993357142856;5235719.442;1869899.8007142856
71361214;7;54;56736.89184615385;737579.594;397158.24292307696
71373428;8;70;66806.76;534454.08;534454.08
71376367;20;27;83010.02275999999;8301002.276;1660200.4551999997
71386132;43;6;95170.32806174758;49012718.9518;4092324.106655146
71389592;35;10;58781.50951181102;7465251.708;2057352.8329133857
71411667;16;60;56868.837671875;3639605.611;909901.40275
71480079;9;8;82173.77807142858;1725649.3395;739564.0026428571
71482055;19;15;71720.37194444444;2581933.39;1362687.0669444443
71491076;27;7;59757.1335257732;5796441.9520000005;1613442.6051958764
71575552;26;20;67260.85826506025;5582651.2360000005;1748782.3148915665
71614536;19;55;66717.16578947369;2535252.3;1267626.15
71623465;16;61;63094.36516129033;1955925.32;1009509.8425806452
71629613;24;12;90140.01104938271;7301340.895;2163360.265185185
71634417;18;38;72361.4812;1809037.03;1302506.6616
71641197;24;53;85125.32924528302;4511642.45;2043007.9018867924
71669723;6;40;106465.9175;851727.34;638795.505
71671241;29;7;63327.40955932203;3736317.164;1836494.877220339
71676087;19;19;76702.74649333332;2301082.3948;1457352.1833733332
71680800;32;0;96556.74327070064;15159408.6935;3089815.7846624204
71681211;22;78;59983.54978205129;4678716.883;1319638.0952051284
71681922;48;7;94166.60582417583;17138322.26;4519997.07956044
71691554;25;7;55250.2453015873;3480765.454;1381256.1325396826
71691865;15;5;85198.43374204545;7497462.1693;1277976.5061306818
71695309;16;39;67546.60819342105;5133542.2227;1080745.7310947368
71704567;7;27;69560.38861904762;1460768.161;486922.72033333336
71705131;38;15;56863.98150520833;10917884.449;2160831.2971979165
71705901;38;14;78917.1269707483;11600817.6647;2998850.824888435
71722412;25;7;86213.22872131146;5259006.952;2155330.7180327866
71736811;11;6;84400.51352631579;1603609.757;928405.6487894737
71741962;34;6;79759.37858522727;7018825.3155;2711818.8718977273
71747384;8;69;90971.50711111112;818743.564;727772.0568888889
71750750;7;53;64672.38;840740.94;452706.66
71755531;15;68;78294.88423728813;4619398.17;1174423.263559322
71764529;7;84;108877.99225000001;4355119.69;762145.9457500001
71770582;7;14;71188.985;569511.88;498322.895
71780814;17;54;87549.125;1750982.5;1488335.125
71788009;17;62;59173.35538461538;1538507.24;1005947.0415384615
71796804;13;13;59223.3688;1480584.22;769903.7944
71798765;37;46;67821.66736285714;7121275.0731;2509401.6924257143
71876544;20;5;59451.022115384614;3091453.15;1189020.4423076923
71877216;12;54;113978.43077297298;4217201.9386;1367741.1692756757
71877327;20;54;98572.5101617647;3351465.3455;1971450.203235294
71905747;44;19;113354.78850000001;12809091.1005;4987610.694
71941086;5;19;100009.9729818182;2200219.4056;500049.864909091
71982762;25;6;80431.08473908046;6997504.3723;2010777.1184770113
71986475;30;8;61403.79652542373;7245647.99;1842113.8957627118
71988666;3;14;58517.62225;234070.489;175552.86675
71992844;46;0;115355.23832442748;15111536.2205;5306340.962923665
71993313;163;12;72806.9362414557;46013983.7046;11867530.607357278
72279286;23;46;99103.72769545455;4360564.0186;2279385.736995455
72309557;14;12;56779.39346363637;2498293.3124;794911.5084909091
73269030;33;5;57878.60252867647;15742979.8878;1909993.8834463235
75002619;3;0;69967.125;2099013.75;209901.375
75049962;4;18;78417.34916666667;941008.19;313669.39666666667
75058030;5;84;55844.588176470585;949357.999;279222.94088235294
75068068;17;42;88436.43949152542;5217749.93;1503419.4713559323
75078458;24;14;63687.44142873564;11081614.808600001;1528498.5942896553
75145368;15;14;72245.05090322581;2239596.578;1083675.7635483872
78109207;14;41;58454.55625;7482183.2;818363.7875
78590421;25;20;83261.927675;6660954.214;2081548.191875
79000510;19;7;107221.89864;3752766.4524;2037216.07416
79347406;19;15;56840.079405405406;2103082.938;1079961.5087027028
79809109;9;0;56127.737857142856;785788.33;505149.6407142857
79883960;2;71;80168.16;320672.64;160336.32
80099524;10;28;57593.822360000006;1151876.4472;575938.2236
80108987;4;39;68327.8008;819933.6096;273311.2032
80233927;11;42;70126.3723076923;1823285.68;771390.0953846154
80321199;32;14;97078.7896124498;24172618.6135;3106521.2675983934
80736076;19;6;67005.99185416667;3216287.609;1273113.8452291668
82361708;15;13;99211.71812571428;3472410.1344;1488175.7718857143
84056575;21;15;93822.11331578947;5347860.459;1970264.3796315787
91158713;18;11;91980.51455135136;3403279.0384;1655649.2619243243
91476554;12;75;102084.04496428571;1429176.6295;1225008.5395714287
94321893;16;19;71759.7251923077;3731505.71;1148155.6030769232
94394175;12;67;77966.54909803922;3976294.004;935598.5891764706
94517481;13;5;76360.56719402985;5116158.002;992687.373522388
96353756;31;19;70498.89421052631;10715831.92;2185465.7205263157
98454535;21;12;63137.01881875;5050961.5055;1325877.39519375
98462730;9;78;73107.37996896553;2120114.0191;657966.4197206898
98469148;46;1;63353.55734375;12163883.01;2914263.6378125
98473686;7;71;66758.30307692307;867857.94;467308.1215384615
98474263;14;56;78977.96829375;2527294.9854;1105691.5561125001
98477567;34;6;59970.200973469386;17631239.0862;2038986.8330979592
98478267;18;28;61709.9160862069;8947937.8325;1110778.4895517242
98479081;10;8;85717.91871428571;1200050.862;857179.1871428571
98480341;17;11;76137.8268275862;2207996.978;1294343.0560689655
98483552;10;49;63617.98232666667;954269.7349;636179.8232666667
98485553;34;5;62915.75391935484;9751941.8575;2139135.6332580643
98495701;35;0;92837.21634615384;4827535.25;3249302.5721153845
98500735;9;82;71586.96075;1431739.215;644282.64675
98535680;15;28;67746.63722222223;2438878.94;1016199.5583333333
98536312;15;12;64092.23124137931;1858674.706;961383.4686206897
98544515;12;60;102955.18751851852;2779790.063;1235462.2502222222
98554205;18;11;55419.563117567566;4101047.6707;997552.1361162162
98556598;23;39;60148.449745762715;3548758.535;1383414.3441525425
98558976;29;26;94243.20665179857;13099805.7246;2733052.9929021583
98576383;30;13;66168.9298927835;6418386.1996;1985067.896783505
98579387;32;1;59278.83118051948;4564470.0009;1896922.5977766234
98592341;70;19;94489.76661057693;39307742.910000004;6614283.662740385
98599089;28;8;67194.19148518519;7256972.6804;1881437.3615851854
98602590;15;28;68232.94035862069;1978755.2704;1023494.1053793103
98610991;15;19;80814.24637209302;3475012.594;1212213.6955813954
98612864;13;7;91832.07577142857;3214122.652;1193816.9850285714
98647044;28;1;77770.54491333333;4666232.6948;2177575.257573333
98666571;12;50;95793.99933333334;2299055.984;1149527.992
98668100;32;6;86948.21194262296;21215363.714;2782342.782163935
98673694;27;13;58608.381256756766;4337020.213;1582426.2939324328
98673920;26;6;72205.9178363184;14513389.4851;1877353.8637442784
98697189;35;1;114064.88008064516;14144045.13;3992270.8028225806
98699030;21;12;68141.69142857143;1430975.52;1430975.52
98699183;29;29;75915.24483108107;11235456.235;2201542.1001013513
98716970;12;6;104930.22666666665;2203534.76;1259162.7199999997
152959091;14;27;75269.27574468085;3537655.96;1053769.8604255319
155364198;26;5;86323.33381428571;9063950.0505;2244406.6791714286
325629841;25;5;84718.57441290322;7878827.4204;2117964.3603225807
700149324;25;11;79943.51735964912;4556780.4895;1998587.933991228
800045218;138;0;58096.183946266094;67682054.2974;8017273.384584721
800123572;10;40;65868.09400000001;1317361.8800000001;658680.9400000002
800123814;20;83;75339.98292682927;3088939.3;1506799.6585365853
800208835;35;7;87092.588436858;28827646.7726;3048240.59529003
800232892;12;39;81995.25921621622;3033824.591;983943.1105945946
805029321;78;1;102906.6459858748;64110840.4492;8026718.3868982345
811004437;37;13;69929.21196310433;27482180.3015;2587380.8426348604
811007936;23;54;101363.03136842104;3851795.192;2331349.721473684
811011078;37;8;113336.04279075908;34340820.9656;4193433.583258086
811012193;3;21;78361.35500000001;313445.42000000004;235084.06500000003
811012272;33;19;58339.24566037736;9275940.06;1925195.106792453
811012834;33;7;97963.82727826085;20278512.2466;3232806.3001826084
811015077;11;60;75328.01677692308;1958528.4362;828608.1845461539
811018245;11;12;75053.6796142857;2626878.7865;825590.4757571428
811018436;29;20;90013.63144339623;9541444.933;2610395.3118584906
811030335;53;1;80236.05199810606;42364635.455;4252510.755899621
811043885;32;7;78549.22614393939;10368497.851;2513575.2366060605
830508122;48;8;111035.68353479853;30312741.605;5329712.809670329
830510959;5;77;58431.36315555555;525882.2684;292156.81577777775
830515053;98;0;108881.81716015039;86887690.09380001;10670418.081694737
841000098;6;15;69190.89486;1383817.8972;415145.36916
890927088;2;46;83557.44;250672.32;167114.88
890929329;183;0;61818.002803125;59345282.691;11312694.512971874
900098849;23;53;87637.64174285714;12269269.844;2015665.7600857143
900104567;36;5;100113.58354517134;32136460.318;3604089.007626168
900162495;2;61;69581.16656000001;347905.83280000003;139162.33312000002
900210883;31;46;106890.65573770492;6520330.0;3313610.3278688523
900232624;6;75;70136.55346666666;841638.6416;420819.3208
900305613;23;21;58795.104999999996;3645296.51;1352287.4149999998
900316444;20;67;63751.81347341772;5036393.2644;1275036.2694683545
900327450;32;18;98031.50063666666;29409450.191;3137008.0203733332
900338748;31;21;93081.95775757576;12286818.424;2885540.6904848483
900352762;18;28;92988.32842105263;1766778.24;1673789.9115789474
900363900;68;5;111423.3828443914;93372794.8236;7576790.033418614
900376846;24;53;55771.11262555556;5019400.1363;1338506.7030133335
900379031;33;6;55255.0681238806;14808358.2572;1823417.2480880597
900402854;19;62;114224.0325157143;7995682.2761;2170256.6177985715
900406562;18;47;77878.47095789474;2959381.8964;1401812.4772421052
900413156;18;21;83524.33176;4176216.588;1503437.97168
900413604;30;14;64082.15781896552;22300590.921;1922464.7345689656
900414652;22;8;85301.43945714286;4776880.6096;1876631.6680571428
900415882;18;0;103790.56940000001;4151622.776;1868230.2492000002
900426168;12;0;63766.58;1849230.82;765198.96
900426173;13;47;104839.08904761905;4403241.74;1362908.1576190477
900433054;33;21;103520.59450891365;37163893.4287;3416179.6187941507
900433921;17;20;87917.45887272726;4835460.238;1494596.8008363636
900438898;38;6;69361.58631878307;26218679.6285;2635740.2801137567
900450073;25;56;56256.67534390244;4613047.3782;1406416.883597561
900454213;38;11;106541.0152609756;4368181.6257;4048558.579917073
900460951;18;14;57433.5305952381;1206104.1425;1033803.5507142858
900471913;25;7;66777.81558571428;3739557.6728;1669445.389642857
900474348;26;7;58240.03778181818;5125123.3248;1514240.9823272726
900503945;40;14;74826.0348302583;20277855.439;2993041.393210332
900514930;144;1;84409.92797394843;62210116.9168;12155029.628248574
900517015;17;20;109692.78342857142;3839247.42;1864777.3182857141
900524178;80;0;80853.61369642858;38486320.119500004;6468289.095714287
900575115;28;0;77710.21710108109;14376390.1637;2175886.0788302706
900590485;32;5;63330.96180110375;28688925.6959;2026590.77763532
900644898;35;6;56822.22738761061;19262735.0844;1988777.9585663714
900688230;17;8;78568.21307692307;2042773.54;1335659.6223076922
900692801;29;19;57836.676874149656;8501991.5005;1677263.62935034
900706042;7;78;69773.09;2790923.6;488411.63
900716646;9;64;55599.2796923077;722790.636;500393.51723076927
900745652;35;12;98505.48987109376;12608702.7035;3447692.1454882813
900758391;139;26;85273.73227637615;148717389.09;11853048.786416285
900808167;29;14;64690.75633818182;7115983.1972;1876031.9338072727
900850655;3;22;60126.02;240504.08;180378.06
900852531;75;5;93177.3674058642;30189467.0395;6988302.555439816
900945096;85;5;61615.135643361;29698495.3801;5237286.5296856845
900957532;15;12;58683.15174468086;2758108.132;880247.2761702129
900989448;24;15;57552.436850714286;8057341.1591;1381258.4844171428
900996965;9;25;66512.09833855422;5520504.1621;598608.885046988
901038123;105;0;75763.63342009133;33184471.438;7955181.509109589
901039768;7;18;67725.30890909092;744978.398;474077.1623636364
901052485;28;8;56720.944966153846;7373722.8456;1588186.4590523078
901061899;13;42;83792.29227586208;2429976.4760000003;1089299.7995862071
901067708;23;13;68592.4796122449;3361031.501;1577627.0310816327
901100086;33;0;61736.998688157895;23460059.5015;2037320.9567092105
901150440;197;1;93535.05135707678;101111390.517;18426405.117344126
901154313;56;1;58569.57980282353;24892071.4162;3279896.4689581175
901156018;21;13;75763.34387096774;2348663.66;1591030.2212903225
901165887;21;12;69084.4548390411;10086330.4065;1450773.551619863
901172178;3;25;79271.9083076923;2061069.616;237815.7249230769
901180790;18;18;63348.66993589744;2470598.1275;1140276.0588461538
901186008;11;61;74978.85744186047;3224090.87;824767.4318604652
901186654;18;60;91734.84603767123;13393287.5215;1651227.228678082
901196634;115;0;72264.71845469388;70819424.0856;8310442.622289796
901197108;18;25;59106.084829090905;3250834.6656;1063909.5269236362
901226660;23;11;79937.37690227272;3517244.5837;1838559.6687522726
901228746;11;13;68937.08875000001;1654490.1300000001;758307.9762500001
901231462;27;13;55506.67291320755;2941853.6644;1498680.168656604
901233032;70;15;80783.05030682228;44996159.0209;5654813.52147756
901238143;6;6;96646.47690666668;1449697.1536;579878.8614400001
901249056;22;24;75917.26004545455;3340359.442;1670179.721
901255077;28;0;73594.42989206349;4636449.0832;2060644.0369777777
901258372;4;41;59584.74172413793;1727957.51;238338.96689655172
901262050;21;64;62951.19875357143;3525267.1302;1321975.173825
901268782;45;8;64506.350512820514;10062990.68;2902785.773076923
901270609;22;25;71115.32430060241;11805143.8339;1564537.1346132532
901283099;10;69;79974.20142857144;2239277.64;799742.0142857144
901290855;10;11;56557.52214285714;1583610.6199999999;565575.2214285714
901291309;32;20;57571.666769607844;23489240.042;1842293.336627451
901292929;13;7;80134.87070175438;4567687.63;1041753.3191228069
901304024;33;6;57707.00301435407;12060763.63;1904331.0994736843
901310360;36;7;56225.19036111111;10120534.265;2024106.8530000001
901324441;35;20;85696.04444097035;31793232.4876;2999361.555433962
901344370;30;47;90168.056875;5770755.64;2705041.70625
901355294;8;81;62363.91683018868;3305287.592;498911.33464150946
901364409;36;12;73235.85136363636;8055943.649999999;2636490.649090909
901376119;16;24;56013.44536585365;2296551.26;896215.1258536584
901377686;32;5;55870.67905046729;5978162.6584;1787861.7296149533
901387701;34;14;58131.95938666666;13079690.862;1976486.6191466665
901390442;29;13;94465.38158481012;7462765.1452;2739496.0659594936
901390786;31;39;77707.62028333334;9324914.434;2408936.2287833337
901395853;14;54;85747.50845306124;4201627.9142;1200465.1183428573
901396782;16;14;56607.04917142857;3169994.7536;905712.7867428571
901400279;27;41;93712.78892771083;7778161.481;2530245.3010481927
901409373;29;15;58018.72668181818;7658471.922;1682543.0737727273
901424189;19;76;106684.6;4694122.4;2027007.4000000001
901432469;44;0;73677.61050566037;19524566.783999998;3241814.8622490563
901444390;20;27;67328.4392;3366421.96;1346568.784
901448577;32;11;82239.33095;10526634.3616;2631658.5904
901449677;31;20;58613.77382;14653443.455;1817026.98842
901449838;31;20;91274.38860849057;9675085.1925;2829506.0468632076
901465884;8;12;57052.76377083333;1369266.3305;456422.1101666666
901469606;37;14;107878.68785714285;42288445.64;3991511.4507142855
901487935;35;5;72703.19210209206;17376062.9124;2544611.723573222
901499197;72;7;69170.10108682746;37282684.4858;4980247.278251577
901510614;18;6;95213.56456;2380339.114;1713844.16208
901519900;8;40;61122.7128;611227.128;488981.7024
901533110;28;61;107173.20769090908;11789052.845999999;3000849.8153454545
901560346;14;8;76336.44466666666;1832074.672;1068710.2253333332
901566530;36;14;58081.67117543859;6621310.5139999995;2090940.1623157891
901569172;27;27;66318.78782608696;3050664.24;1790607.271304348
901571474;21;12;56351.81449230769;3662867.942;1183388.1043384615
901574326;7;14;79140.61204347826;1820234.077;553984.2843043478
901580717;30;27;75325.45171192053;11374143.2085;2259763.5513576157
901582069;17;8;86997.47678571429;2435929.35;1478957.1053571429
901584366;11;7;61883.59227272728;1361439.03;680719.515
901584885;14;19;63529.48866666667;5908242.446;889412.8413333334
901592914;26;11;63872.48861948052;4918181.6237;1660684.7041064936
901595309;43;7;112295.72610691965;50308485.2959;4828716.222597545
901598442;22;63;85929.35488108108;3179386.1306;1890445.8073837836
901598583;4;27;66761.89095;534095.1276;267047.5638
901603511;32;13;58109.49318309859;4125774.016;1859503.7818591548
901618603;51;19;81295.84937307693;19023228.7533;4146088.318026923
901622322;41;15;63017.74044289215;25711238.1007;2583727.358158578
901634012;4;56;60249.855882352946;1024247.55;240999.42352941178
901641010;7;64;77434.5015;1548690.03;542041.5105
901663278;11;8;73758.67423076923;958862.765;811345.4165384616
901678347;23;14;62779.16820226244;13874196.172699999;1443920.868652036
901686565;22;27;60204.53076923077;3130635.6;1324499.6769230769
901690324;16;39;113772.61283181817;2502997.4823;1820361.8053090908
901697222;20;8;56374.38563820225;5017320.3218;1127487.712764045
901698992;24;20;98155.70468571429;34354496.64;2355736.912457143
901720810;22;11;84061.70864545455;3698715.1804;1849357.5902
901727016;26;6;56126.46172195122;4602369.8612;1459288.0047707318
901730437;27;26;71189.071;7118907.1;1922104.917
901732530;43;13;79749.11248403361;9490144.3856;3429211.836813445
901737976;16;18;84185.46644604317;11701779.836;1346967.4631366907
901742712;44;27;59433.724841875;9509395.9747;2615083.8930425
901744163;30;70;78033.97262795699;14514318.9088;2341019.17883871
901755329;6;0;67811.399;678113.99;406868.39400000003
901760908;14;42;67232.69142857143;2353144.2;941257.68
901761261;41;15;69546.71805460751;20377188.39;2851415.440238908
901763274;14;13;62980.14948181818;2078344.9329;881722.0927454545
901773144;37;0;76774.55627261146;12053605.3348;2840658.582086624
901782057;26;15;73167.28582870371;7902066.8695;1902349.4315462965
901787507;14;19;58561.34775555556;1054104.2596;819858.8685777779
901795667;17;12;76937.98358974358;3000581.36;1307945.7210256408
901818410;50;0;59790.06772546584;9626200.9038;2989503.386273292
901819530;46;11;63622.73728939394;12597301.9833;2926645.915312121
901832796;9;61;72201.72707142857;2021648.358;649815.5436428571
901834962;23;15;64623.751594202906;4459038.86;1486346.2866666669
901846712;12;8;86458.8187826087;1988552.832;1037505.8253913043
901854060;25;19;61696.13329591837;6046221.063;1542403.3323979592
901858303;27;19;55401.017050847455;9805980.018;1495827.4603728813
901860964;14;12;103861.99614285713;4362203.8379999995;1454067.9459999998
901866527;64;20;82972.53561111112;29870112.82;5310242.279111112
901869526;22;20;89713.0742745098;4575366.788;1973687.6340392155
901879698;12;14;102497.62176811593;7072335.902;1229971.4612173913
901922072;18;11;67104.33839215686;3422321.258;1207878.0910588235
901925212;11;13;105776.90655608107;15654982.1703;1163545.9721168918
901925402;3;19;74329.4207111111;668964.7864;222988.2621333333
901928196;6;40;67629.38776190476;1420217.143;405776.32657142857
901936492;17;20;69809.57723265307;6841338.5688000005;1186762.8129551022
901940675;9;40;77638.64747027027;5745259.9128;698747.8272324324
901965330;4;6;74171.96550508475;4376145.9648;296687.862020339
901967498;13;21;92890.81927272727;5108995.06;1207580.6505454546
901975074;8;62;67179.95760000001;1074879.3216000001;537439.6608000001
901975207;10;1;55419.00586666667;1662570.176;554190.0586666666
901995581;8;14;74824.89333333333;2244746.8;598599.1466666666
901999593;2;68;71623.76456666666;1718970.3496;143247.52913333333
902000115;5;13;67228.04533333333;1008420.6799999999;336140.2266666666
902000846;5;40;65963.16230769231;1715042.22;329815.8115384616
902011860;5;18;80588.13733333333;1208822.06;402940.68666666665
1000412943;2;19;96918.53333333333;290755.6;193837.06666666665
1000759109;2;50;61259.2;122518.4;122518.4
1000765313;13;15;70093.70333333332;3364497.76;911218.1433333332
1000895950;20;18;76637.41513106796;15787307.517;1532748.3026213592
1000903696;29;1;80679.63903157895;4598739.4248;2339709.5319157895
1000908347;23;7;56416.3146745098;2877232.0483999997;1297575.2375137254
1001035621;29;0;77791.7319217647;13224594.4267;2255960.2257311763
1001143622;33;14;64651.903943661964;9180570.36;2133512.830140845
1001471455;3;0;56443.274639999996;282216.3732;169329.82392
1001478181;14;5;77026.65928333333;1848639.8228;1078373.2299666665
1001748283;34;5;57283.07521951219;4697212.168;1947624.5574634145
1002065303;33;5;71335.43362643172;16193143.4332;2354069.3096722467
1002077641;16;40;72825.05044615385;1893451.3116000001;1165200.8071384616
1002879011;18;19;105772.2629090909;5817474.46;1903900.7323636361
1003126255;5;21;57579.25384615385;748530.3;287896.26923076925
1004997527;24;15;59108.63509090909;2600779.944;1418607.2421818182
1005513667;4;68;99574.19300000001;597445.158;398296.77200000006
1006242904;4;12;59399.63828571428;831594.936;237598.55314285713
1007110825;5;6;65927.27831764705;1120763.7314;329636.3915882353
1007115357;11;26;93293.6771830986;6623851.08;1026230.4490140845
1007271458;15;12;114278.31875061728;9256543.8188;1714174.7812592592
1007290547;32;12;104515.22215045046;11601189.6587;3344487.1088144146
1007292442;13;19;90212.70793584904;4781273.520599999;1172765.2031660376
1007367738;26;19;106883.3653136;13360420.6642;2778967.4981536004
1007460953;18;22;64763.41996180556;9325932.4745;1165741.5593125
1007508001;6;54;58977.64633333333;1769329.39;353865.87799999997
1007652783;5;20;82326.94307692308;1070250.26;411634.7153846154
1007683234;37;12;106245.6143895349;9137122.8375;3931087.732412791
1007683514;2;39;77037.37874285714;539261.6512;154074.75748571428
1007956938;31;5;78141.69235294117;11955678.93;2422392.4629411763
1011593474;9;40;55258.22112121212;1823521.297;497323.99009090906
1013596971;23;22;73023.18681967213;4454414.396;1679533.296852459
1017128831;25;21;98238.80194629628;5304895.3050999995;2455970.048657407
1017166687;10;56;70994.29285714285;1490880.15;709942.9285714285
1017176023;57;13;80058.31901128404;20574987.9859;4563324.18364319
1017202851;33;15;106224.54448484848;3505409.968;3505409.968
1017207457;64;0;61788.32973987854;30523434.8915;3954453.103352227
1017211212;29;15;64401.06671764706;5474090.671;1867630.9348117646
1017217601;28;46;66338.04635843373;11012115.6955;1857465.2980361443
1017273082;20;7;57135.623023255815;2456831.79;1142712.4604651164
1018351779;24;5;63822.645454545454;4914343.7;1531743.490909091
1020404043;31;0;59844.99205343511;15679387.918;1855194.7536564884
1020406336;18;25;70258.46849180327;4285766.578;1264652.432852459
1020443066;39;1;66352.63675886525;18711443.566;2587752.833595745
1020446795;14;5;67834.2290625;2170695.33;949679.206875
1020465383;26;22;58234.56786148649;8618716.0435;1514098.7643986486
1020473690;28;21;65719.84052727273;8675018.9496;1840155.5347636363
1022036873;13;14;68892.21366666666;1653413.128;895598.7776666667
1022123429;16;12;95812.31094084507;6802674.0768;1532996.975053521
1022371346;34;6;112067.85200826447;13560210.093;3810306.968280992
1022937118;8;82;70869.6635125;1133914.6162;566957.3081
1023831213;19;41;70654.18838095239;2967475.912;1342429.5792380953
1023832360;7;20;67582.81213333334;1013742.182;473079.68493333337
1023889190;18;64;75892.84257142858;4781249.082;1366071.1662857146
1025667967;10;20;56183.59381904762;1179855.4702;561835.9381904763
1025884891;25;15;67808.7925229885;5899364.9495;1695219.8130747124
1026150832;4;48;108711.50666666667;652269.04;434846.0266666667
1026155223;24;7;64873.51617894737;2465193.6148;1556964.3882947369
1026155250;13;42;98948.81016000001;2968464.3048;1286334.53208
1026569148;7;70;94334.94868799999;2358373.7172;660344.6408159999
1027881662;38;26;86140.18454999999;12059625.837;3273327.0128999995
1027885406;8;46;74990.62999999999;674915.6699999999;599925.0399999999
1027942401;24;56;88431.1606;14591141.499;2122347.8544
1027945040;23;19;68313.45794117647;2322657.57;1571209.5326470588
1028013725;9;46;58757.47728571429;822604.682;528817.2955714286
1032070531;33;1;78694.94433333333;10387732.652;2596933.163
1035127206;12;7;68146.82968421052;1294789.764;817761.9562105262
1035229569;26;7;67693.42555555556;3046204.15;1760029.0644444446
1035282400;12;19;88050.32643103448;2553459.4665;1056603.9171724138
1035390707;11;69;84822.1004047619;1781264.1085;933043.1044523809
1035391923;5;18;55703.33490909091;612736.684;278516.67454545456
1035416975;25;21;56235.8775;2249435.1;1405896.9375
1035858612;7;6;57740.59916666666;692887.19;404184.1941666666
1035862813;37;6;65073.860229565216;7483493.9264;2407732.828493913
1035919525;6;18;71769.13862222222;1291844.4952;430614.8317333333
1036220325;16;15;55633.7709;3671828.8794;890140.3344
1036221877;18;25;90908.38971428572;6363587.28;1636351.014857143
1036223010;15;40;55708.9898;2785449.49;835634.8470000001
1036223594;5;15;77645.41;465872.46;388227.05000000005
1036223935;34;5;72422.21888257576;9559732.8925;2462355.442007576
