cliente;frecuencia;recencia;ticket_promedio;ticket;cl_value
70287541;31;13;60781.894128205124;14222963.226;1884238.717974359
70289945;12;22;76566.18478947369;1454757.511;918794.2174736842
70301489;18;12;64032.864;3521807.52;1152591.5520000001
70301757;16;28;59783.14735714286;1673928.126;956530.3577142857
70301905;17;46;70637.83205581395;3037426.7784;1200843.144948837
70302091;6;13;59874.21318333333;718490.5582;359245.2791
70322063;22;75;81220.92423076922;2111744.03;1786860.3330769227
70351028;67;5;63433.67644458439;25183169.5485;4250056.321787154
70352109;27;15;63882.445980246914;20697912.4976;1724826.0414666666
70352610;12;29;77268.31045555555;3477073.9705;927219.7254666665
70352690;26;27;67057.9413115942;13880993.8515;1743506.4741014491
70352766;20;14;95773.80162500001;5746428.0975;1915476.0325000002
70353239;27;8;96277.6351698324;17233696.6954;2599496.1495854747
70353414;23;11;59754.72126;4481604.0945;1374358.58898
70383614;75;6;59748.63114261839;21449758.5802;4481147.33569638
70383701;80;11;78988.06824668874;23854396.6105;6319045.459735099
70383916;34;15;70913.90454934641;21699654.7921;2411072.7546777776
70384926;5;13;92384.46333333333;554306.78;461922.31666666665
70385246;32;15;90678.09424328357;6075432.3143;2901699.0157850743
70386274;3;26;56761.984;340571.904;170285.952
70411967;2;74;109145.50631428571;1528037.0884;218291.01262857142
70416062;27;19;55450.42106463879;14583460.74;1497161.3687452474
70431658;25;12;60260.18326666667;3615610.996;1506504.5816666668
70465498;13;39;87003.65215384614;2262094.956;1131047.478
70466414;7;26;70656.504825;1413130.0965;494595.53377499996
70466433;5;0;57387.429090909085;631261.72;286937.14545454545
70471708;28;7;72135.35836941177;6131505.4614;2019790.0343435295
70472172;17;13;57576.5788;4318243.41;978801.8396000001
70562860;40;20;72986.53707051282;11385899.783;2919461.4828205127
70568519;8;60;55838.676;558386.76;446709.408
70580994;9;56;60985.92551428571;1707605.9144;548873.3296285714
70581510;17;12;71071.0001;2558556.0036;1208207.0017000001
70581544;10;56;56693.387198823526;4818937.9119;566933.8719882353
70601260;28;8;72400.17007438016;8760420.579;2027204.7620826445
70691489;27;1;92160.73244117647;7833662.2575;2488339.7759117647
70692314;9;21;69491.6547368421;1320341.44;625424.892631579
70692325;27;54;64948.13329333334;4871109.997;1753599.5989200003
70692891;11;11;61593.1918875;1970982.1404;677525.1107625
70692974;11;69;97857.27666666667;2642146.47;1076430.0433333335
70693954;8;83;65400.06086956521;1504201.4;523200.4869565217
70694488;29;5;64587.53139726028;4714889.792;1873038.4105205482
70694550;32;27;115839.52467661691;23283744.46;3706864.7896517413
70695400;13;39;72826.33806060605;2403269.156;946742.3947878787
70695460;19;47;98619.36035294118;3353058.252;1873767.8467058823
70695719;16;21;106574.05902439024;4369536.42;1705184.9443902439
70696175;23;47;62838.99285714285;2199364.75;1445296.8357142857
70696458;104;0;83873.89640389908;36569018.8321;8722885.226005504
70696514;33;11;67123.50001753731;17989098.0047;2215075.5005787313
70697730;41;15;58684.92102189781;8039834.18;2406081.7618978103
70698156;20;19;113328.65354666667;5099789.4096;2266573.0709333336
70698233;9;70;103289.48425;2478947.622;929605.3582499999
70698797;28;29;80541.88284069767;6926601.9243;2255172.7195395348
70723699;7;40;84414.57142857143;1772706.0;590902.0
70750013;13;63;79012.12777777779;1422218.3;1027157.6611111113
70750195;27;14;57952.80661744967;8634968.186;1564725.778671141
70751695;14;13;55285.75525925926;1492715.392;774000.5736296297
70754069;13;42;66326.30322580645;2056115.4;862241.9419354838
70782862;29;15;99883.31576712329;7291482.051;2896616.157246575
70783356;36;15;74202.1361240876;10165692.649;2671276.9004671536
70783772;25;15;100320.39280113638;8828194.5665;2508009.8200284094
70784181;14;64;114746.34571428572;2409673.2600000002;1606448.84
70784815;14;42;57065.60510344827;1654902.548;798918.4714482758
70785458;3;64;86019.602;258058.80599999998;258058.80599999998
70825641;6;11;63946.09733333334;383676.58400000003;383676.58400000003
70825690;8;55;67206.44823529411;1142509.6199999999;537651.5858823529
70826307;7;18;57551.82866666667;690621.944;402862.8006666667
