cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
608474;33;3;64228.93335666667;7707472.0028;18;37465.43624333334;4495852.3492;0.0029166666666666664;2119554.80077;ALKALINAS;TRONEX
647406;32;11;59211.635136322875;13204194.635400001;18;34329.877148430496;7655562.6041;0.0019730941704035874;1894772.324362332;MANGANESO;TRONEX
722447;13;61;106997.74469444444;7703837.618;24;62833.14586666666;4523986.5024;0.10555555555555556;1390970.6810277777;OTROS;TRONEX
1228994;30;16;57481.99083760684;6725392.928;33;35017.419823931625;4097038.1194;0.0007692307692307692;1724459.7251282053;OTROS;TRONEX
2483269;28;11;61849.64886206896;3587279.634;24;35194.493453448275;2041280.6203;0.020689655172413796;1731790.168137931;OTROS;TRONEX
3132686;10;18;62666.89653333334;752002.7584;4;32807.584125;393691.0095;0.0016666666666666668;626668.9653333334;ENCENDEDORES;SL
3359969;7;68;67780.92153846154;881151.98;6;43948.634553846154;571332.2492;0.0023076923076923075;474466.4507692308;ALKALINAS;TRONEX
3363880;24;11;95453.49403283582;6395384.1002;20;49253.13930447761;3299960.3334;0.0191044776119403;2290883.8567880597;BOMBILLAS;SB
3364220;10;46;68688.48906666666;1030327.336;5;49598.611593333335;743979.1739;0.0026666666666666666;686884.8906666667;ALKALINAS;TRONEX
3369198;23;30;67628.88765591398;6289486.552;30;41343.48613870968;3844944.2109000003;0.0013978494623655914;1555464.4160860213;OTROS;TRONEX
3378469;32;10;90712.88650340136;13334794.316;18;54063.38386462585;7947317.4281;0.012040816326530613;2902812.3681088435;MANGANESO;TRONEX
3394537;29;5;65304.323508474576;7705910.174;34;39143.52222288136;4618935.6223;0.0002542372881355932;1893825.3817457627;MANGANESO;TRONEX
3401254;17;23;105045.5961551724;3046322.2885;14;51465.267227586206;1492492.7496;0.018965517241379314;1785775.134637931;ENCENDEDORES;SL
3411689;21;12;77346.7376923077;2011015.18;6;40090.05579230769;1042341.4506;0.007692307692307693;1624281.4915384615;BOMBILLAS;SB
3436769;17;17;58656.575173076926;3050141.909;4;31246.06658076923;1624795.4622;0.006923076923076922;997161.7779423078;MANGANESO;TRONEX
3450991;25;44;69377.99880291263;7145933.8767;21;37169.276962135926;3828435.5271;0.05300970873786408;1734449.9700728157;MANGANESO;TRONEX
3454087;14;60;78207.97854545455;1720575.528;4;40425.48187727272;889360.6013;0.00818181818181818;1094911.6996363637;MANGANESO;TRONEX
3457203;16;43;104196.55234146341;4272058.646;21;55775.66895853659;2286802.4273;0.1048780487804878;1667144.8374634145;OTROS;TRONEX
3465026;25;4;57064.233727397266;8331378.1242;36;33320.97245273973;4864861.9781;0.002191780821917808;1426605.8431849317;OTROS;TRONEX
3490287;3;44;64026.856250000004;1536644.55;13;36067.1757375;865612.2177;0.0;192080.56875;OTROS;TRONEX
3497147;23;30;80822.34144827587;4687695.8040000005;12;42868.46791034482;2486371.1388;0.0032758620689655174;1858913.853310345;MANGANESO;TRONEX
3520724;11;16;58168.285652173916;1337870.57;11;34043.1835826087;782993.2224;0.0013043478260869564;639851.1421739131;MANGANESO;TRONEX
3541676;25;1;107273.92895849056;5685518.2348;8;66697.1419490566;3534948.5233;0.020377358490566037;2681848.223962264;MANGANESO;TRONEX
