cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
3410284;19;12;17768.420758064516;550821.0435;17;8611.922474193549;266969.5967;0.0032258064516129032;337599.99440322584;BOMBILLAS;SB
3411031;13;78;17115.90947368421;325202.27999999997;4;8896.171721052631;169027.2627;0.0;222506.82315789472;MANGANESO;TRONEX
3411230;43;10;12898.936025316456;1019015.946;19;5984.70149113924;472791.41779999994;0.0006329113924050633;554654.2490886076;MANGANESO;TRONEX
3411334;25;4;16277.2376;813861.88;16;8244.470954;412223.5477;0.0;406930.94;BOMBILLAS;SB
3411884;21;10;14582.235200000001;364555.88;9;7915.1006720000005;197877.5168;0.0;306226.9392;OTROS;TRONEX
3412405;6;12;16682.21727272727;183504.38999999998;2;8676.409881818181;95440.50869999999;0.002727272727272727;100093.30363636362;MANGANESO;TRONEX
3412474;16;32;21575.603;431512.06;3;12002.25437;240045.08740000002;0.0;345209.648;MANGANESO;TRONEX
3415414;7;23;18900.620476190477;396913.03;13;10231.178199999998;214854.74219999998;0.0014285714285714286;132304.34333333335;BOMBILLAS;SB
3416238;5;52;14903.659999999998;89421.95999999999;4;7024.7406833333325;42148.44409999999;0.0;74518.29999999999;BOMBILLAS;SB
3418045;13;75;18177.13142857143;381719.76;10;9421.641199999998;197854.46519999998;0.0;236302.70857142858;BOMBILLAS;TRONEX
3420090;17;19;21396.05418604651;920030.33;10;11394.124802325581;489947.3665;0.0;363732.9211627907;MANGANESO;TRONEX
3420859;31;11;17694.174897058823;1203203.893;32;8318.883414705882;565684.0722;0.011764705882352941;548519.4218088235;ENCENDEDORES;TRONEX
3421091;10;3;21020.752;315311.28;9;10816.676739999999;162250.1511;0.006666666666666667;210207.52000000002;MANGANESO;TRONEX
3423212;12;3;19120.912307692306;248571.86;5;10276.592415384615;133595.7014;0.0;229450.94769230767;MANGANESO;TRONEX
3423410;23;5;14240.495172413792;412974.36;11;7455.426827586207;216207.378;0.0010344827586206897;327531.3889655172;MANGANESO;TRONEX
3428248;24;18;18144.345048076924;943505.9425;19;10075.148640384616;523907.7293;0.0011538461538461537;435464.2811538462;MANGANESO;TRONEX
3428551;2;26;22058.75;88235.0;2;11499.8871;45999.5484;0.0;44117.5;MANGANESO;TRONEX
3428575;11;5;21596.66611111111;388739.99;4;11115.336838888888;200076.0631;0.0;237563.3272222222;MANGANESO;TRONEX
3428577;16;17;21806.247254545455;479737.4396;8;10641.581054545455;234114.7832;0.0013636363636363635;348899.9560727273;MANGANESO;TRONEX
3430321;20;16;17440.518387096774;540656.07;12;9399.647696774195;291389.0786;0.0;348810.3677419355;MANGANESO;TRONEX
3431576;18;29;12872.765909090907;283200.85;14;5728.6536;126030.3792;0.0;231709.78636363632;ENCENDEDORES;SL
3431615;9;80;18673.507142857143;261429.09999999998;3;9501.020514285714;133014.2872;0.0;168061.5642857143;MANGANESO;TRONEX
3434497;16;17;19275.871153846154;501172.65;14;9991.379069230768;259775.8558;0.0019230769230769232;308413.93846153846;MANGANESO;TRONEX
3434711;27;3;21308.868333333332;767119.26;14;10992.762786111112;395739.46030000004;0.0;575339.445;MANGANESO;TRONEX
3434855;11;58;14880.615;267851.07;8;7558.21883888889;136047.93910000002;0.0;163686.76499999998;BOMBILLAS;SB
3439754;30;12;20253.88578974359;1579803.0916;15;11152.864735897436;869923.4494;0.0023076923076923075;607616.5736923077;MANGANESO;TRONEX
3439781;24;5;18789.982070175436;1071028.978;21;10587.640405263157;603495.5031;0.0010526315789473684;450959.56968421047;ENCENDEDORES;SL
3439822;16;11;22132.832857142854;619719.32;13;10846.167721428572;303692.6962;0.0017857142857142859;354125.32571428566;MANGANESO;TRONEX
3445215;15;1;22166.749047619047;465501.73;7;11738.014566666667;246498.3059;0.0;332501.2357142857;MANGANESO;TRONEX
3445798;31;3;23690.170784313726;1208198.71;9;13044.867652941175;665288.2503;0.0;734395.2943137255;MANGANESO;TRONEX
3446122;9;75;22485.962499999998;269831.55;5;13224.560983333335;158694.7318;0.0;202373.66249999998;ENCENDEDORES;SL
3448612;23;12;15825.383749999999;569713.815;10;8042.440116666667;289527.8442;0.0;363983.82625;MANGANESO;TRONEX
3449250;19;46;20393.635653846155;530234.527;11;10024.571826923077;260638.8675;0.02;387479.07742307696;MANGANESO;TRONEX
3449591;21;19;18230.074375;583362.38;7;9555.94685;305790.2992;0.0;382831.561875;MANGANESO;TRONEX
3449889;20;66;18955.100572972973;701338.7212;12;10069.604113513513;372575.35219999996;0.011351351351351352;379102.01145945943;MANGANESO;TRONEX
3450001;22;24;17303.2871875;553705.19;9;9046.249406249999;289479.98099999997;0.0;380672.318125;MANGANESO;TRONEX
3450949;13;12;19589.67852631579;372203.892;16;10959.771773684211;208235.6637;0.0015789473684210526;254665.82084210528;MANGANESO;TRONEX
3451004;17;44;16688.548246153845;433902.2544;8;8608.379434615385;223817.8653;0.011538461538461537;283705.3201846154;MANGANESO;TRONEX
3451122;9;81;15514.665714285715;434410.64;10;4085.9352142857138;114406.18599999999;0.0;139631.99142857143;TERCEROS;ETERNA
3451275;19;10;21709.181225806453;672984.618;2;11039.78755483871;342233.4142;0.034193548387096775;412474.4432903226;MANGANESO;TRONEX
3451943;19;30;22543.08054054054;834093.98;9;11487.650108108108;425043.054;0.0;428318.5302702703;MANGANESO;TRONEX
3452123;21;60;18365.461329545455;808080.2985;9;10071.428615909092;443142.8591;0.017727272727272727;385674.68792045454;ALKALINAS;TRONEX
3452333;18;30;23536.012794444443;847296.4606;7;12260.689158333333;441384.8097;0.024999999999999998;423648.2303;MANGANESO;TRONEX
3453529;20;60;8216.7032;205417.58000000002;7;5453.38752;136334.688;0.0;164334.064;ALKALINAS;TRONEX
3460584;6;30;20068.767636363635;220756.444;3;10527.176;115798.936;0.0;120412.60581818181;MANGANESO;TRONEX
3464378;19;9;23035.14688888889;621948.966;8;11623.753518518519;313841.34500000003;0.001851851851851852;437667.7908888889;MANGANESO;TRONEX
3464608;29;12;16006.4428;800322.14;6;8457.500086;422875.0043;0.0;464186.8412;MANGANESO;TRONEX
