cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
4829054;24;14;40499.26728;3037445.046;17;23104.844365333334;1732863.3274;0.0007999999999999999;971982.41472;MANGANESO;TRONEX
4830872;13;26;42604.98454545455;937309.66;9;25217.356027272726;554781.8326;0.0;553864.7990909092;MANGANESO;TRONEX
4832636;12;3;45975.93422535212;3264291.33;19;26056.42594225352;1850006.2419;0.0;551711.2107042253;BOMBILLAS;SB
4840027;11;4;51900.994;2335544.73;8;33144.98805555555;1491524.4625;0.0;570910.934;MANGANESO;TRONEX
4840233;13;26;36879.96187878788;1217038.742;15;19010.81116969697;627356.7686000001;0.0009090909090909091;479439.5044242424;BOMBILLAS;SB
4840359;13;17;44909.978571428575;943109.55;14;27186.493628571432;570916.3662;0.0;583829.7214285715;BOMBILLAS;TRONEX
4841539;17;4;47078.665238095244;2965955.91;19;28957.776673015873;1824339.9304;0.0;800337.3090476191;MANGANESO;TRONEX
4861871;5;67;49047.635833333334;588571.63;7;30004.36945833333;360052.4335;0.0;245238.17916666667;MANGANESO;TRONEX
5966963;6;31;35217.807272727274;387395.88;3;18295.592027272727;201251.5123;0.01363636363636364;211306.84363636363;MANGANESO;TRONEX
6134208;8;17;37504.66558823529;637579.315;13;21132.410541176472;359250.9792;0.021176470588235293;300037.32470588235;MANGANESO;TRONEX
6523723;16;32;39988.23887272727;879741.2552;5;20764.828990909093;456826.2378;0.002727272727272727;639811.8219636363;MANGANESO;TRONEX
6524397;16;4;49262.65455;1970506.182;10;28411.3660575;1136454.6423;0.0015;788202.4728;MANGANESO;TRONEX
6526838;27;14;50799.64190833333;3047978.5145;9;26829.38763166667;1609763.2579;0.004333333333333333;1371590.331525;MANGANESO;TRONEX
6538408;2;29;54978.9975;219915.99;3;37332.358524999996;149329.43409999998;0.0;109957.995;ALKALINAS;TRONEX
6628363;17;29;42840.98166865672;5740691.5436;32;25045.590904477613;3356109.1812;0.0008208955223880597;728296.6883671642;MANGANESO;TRONEX
6695471;28;9;44092.735476153845;5732055.6119;36;23907.503478461538;3107975.4522;0.0018461538461538461;1234596.5933323076;ENCENDEDORES;TRONEX
6695711;10;23;35186.75388888889;633361.57;6;19685.85117777778;354345.3212;0.0;351867.5388888889;OTROS;TRONEX
6725326;15;2;36853.912793548385;1142471.2966;17;20222.22884516129;626889.0942;0.000967741935483871;552808.6919032257;MANGANESO;TRONEX
6758506;17;50;35003.44081944445;1260123.8695;12;20445.899122222225;736052.3684;0.04000000000000001;595058.4939305556;MANGANESO;TRONEX
6790055;19;16;46041.348333333335;1657488.54;10;24496.24831388889;881864.9393;0.002777777777777778;874785.6183333334;MANGANESO;TRONEX
6877199;10;82;44262.546137931036;1283613.838;10;25211.040679310343;731120.1797;0.0010344827586206897;442625.46137931035;MANGANESO;TRONEX
7252237;44;10;41156.08189513678;13540350.9435;46;25118.241298784196;8263901.3873000005;0.0364741641337386;1810867.6033860182;OTROS;TRONEX
8010219;11;57;41568.57885714286;1454900.26;11;24362.655657142855;852692.948;0.0;457254.36742857145;MANGANESO;TRONEX
8013477;12;30;40284.805;1611392.2;16;23745.472185;949818.8874;0.0;483417.66000000003;MANGANESO;TRONEX
8014093;21;9;35873.30813203884;3694950.7376;18;18883.948500000002;1945046.6955000001;0.011650485436893204;753339.4707728156;BOMBILLAS;SB
8014448;31;31;51990.88403658537;8526504.982;23;33717.56367256098;5529680.4423;0.0004878048780487805;1611717.4051341463;OTROS;TRONEX
8015154;25;9;54976.853187500004;3958333.4295;17;37507.56867361112;2700544.9445;0.007777777777777778;1374421.3296875001;ALKALINAS;TRONEX
8026001;11;51;43495.339593749995;2087776.3005;19;25241.45391875;1211589.7881;0.010208333333333333;478448.73553124996;MANGANESO;TRONEX
8028058;14;68;44034.2408;1321027.224;15;28013.05627333333;840391.6882;0.0016666666666666668;616479.3711999999;ALKALINAS;TRONEX
8032151;31;64;46839.77755;5808132.4162;13;27083.75272419355;3358385.3378000003;0.017499999999999998;1452033.10405;MANGANESO;TRONEX
8032477;18;17;39773.58656756757;1471622.703;9;22642.899778378378;837787.2918;0.007567567567567568;715924.5582162162;MANGANESO;TRONEX
8039632;27;9;39695.2208495935;4882512.1645;32;24919.386035772357;3065084.4824;0.0004065040650406504;1071770.9629390244;OTROS;TRONEX
8039822;11;4;37913.01473333334;1137390.442;15;23448.209323333333;703446.2797;0.0026666666666666666;417043.1620666667;MANGANESO;TRONEX
8047239;14;44;47063.69571428571;1317783.48;10;24404.86046785714;683336.0930999999;0.0;658891.74;MANGANESO;TRONEX
8060567;32;12;39181.487536585366;3212881.978;14;21816.126068292684;1788922.3376;0.009146341463414634;1253807.6011707317;MANGANESO;TRONEX
8063720;38;2;35503.47214893617;3337326.382;16;19659.137782978723;1847958.9516;0.0006382978723404255;1349131.9416595744;MANGANESO;TRONEX
