;antecedents;consequents;antecedent support;consequent support;support;confidence;lift;representativity;leverage;conviction;zhangs_metric;jaccard;certainty;kulczynski
0;frozenset({'TRAAALR03ALB2'});frozenset({'TRAALR6ALB2'});0.16407750416115402;0.2048568136229781;0.10128675686056933;0.617310443490701;3.013375208631378;1.0;0.06767436217090439;2.0777760272057506;0.7992920490941644;0.37843332668925656;0.5187161720482322;0.5558687634120172
1;frozenset({'TRAAAR03EHDBLK'});frozenset({'TRAAR6EHDR1'});0.26890657675728735;0.3873500917587811;0.17857752550040545;0.6640876086180217;1.7144377211909285;1.0;0.07441653831893048;1.8238383696436857;0.5699933461365417;0.37384409202591024;0.45170579989751775;0.5625555936435195
